age,job,marital,education,balance,housing,loan,duration,campaign,pdays,previous,deposit
32,technician,single,secondary,483,yes,yes,35,6,-1,0,no
31,technician,married,secondary,7369,no,no,204,4,-1,0,no
41,services,married,secondary,804,yes,no,127,8,-1,0,no
39,management,single,secondary,2644,no,no,192,7,-1,0,no
39,blue-collar,single,secondary,175,no,no,17,1,365,2,no
38,blue-collar,married,secondary,0,no,no,152,5,-1,0,no
46,admin.,single,secondary,272,no,no,149,4,-1,0,no
54,unemployed,single,tertiary,252,yes,no,101,1,-1,0,no
34,technician,married,unknown,4053,yes,no,123,2,-1,0,no
40,blue-collar,married,secondary,2158,no,no,277,1,-1,0,no
40,blue-collar,married,secondary,299,yes,no,180,4,-1,0,no
30,technician,single,primary,2731,yes,no,314,1,-1,0,no
37,services,single,secondary,50,no,no,244,1,154,8,no
34,admin.,married,secondary,36,no,no,192,6,-1,0,no
66,admin.,divorced,secondary,220,no,no,283,1,-1,0,no
30,services,single,primary,5746,yes,no,125,2,-1,0,no
59,housemaid,divorced,tertiary,0,no,no,379,1,332,2,no
56,management,married,secondary,238,yes,no,808,1,-1,0,no
25,blue-collar,single,secondary,76,no,yes,50,4,-1,0,no
36,blue-collar,married,primary,679,yes,yes,115,1,-1,0,no
33,blue-collar,single,primary,1390,yes,no,192,1,-1,0,no
30,technician,married,secondary,418,yes,no,112,1,-1,0,no
29,blue-collar,single,secondary,2891,yes,no,293,1,-1,0,no
52,services,married,secondary,497,yes,no,265,5,-1,0,no
54,blue-collar,married,primary,2933,yes,no,144,2,-1,0,no
28,blue-collar,married,secondary,948,yes,no,455,1,-1,0,no
58,self-employed,married,secondary,0,yes,no,272,9,-1,0,no
23,blue-collar,single,secondary,0,yes,no,6,5,350,2,no
49,entrepreneur,married,secondary,687,no,no,65,6,-1,0,no
47,management,single,tertiary,-230,no,no,293,1,-1,0,no
73,retired,married,tertiary,2575,no,no,152,1,-1,0,no
44,technician,married,secondary,7649,no,no,188,6,-1,0,no
29,blue-collar,married,primary,59,yes,yes,665,4,-1,0,no
48,technician,married,secondary,23495,no,no,63,8,-1,0,no
35,technician,single,secondary,365,yes,no,256,2,-1,0,no
41,blue-collar,married,secondary,97,no,yes,212,2,-1,0,no
40,entrepreneur,single,secondary,5,no,yes,117,3,-1,0,no
57,blue-collar,single,primary,739,yes,no,172,2,364,1,no
43,housemaid,married,secondary,-177,yes,no,172,2,-1,0,no
31,blue-collar,married,primary,-454,yes,yes,861,2,-1,0,no
51,management,divorced,tertiary,1267,yes,no,254,2,-1,0,no
52,unemployed,married,secondary,1639,no,no,93,1,-1,0,no
31,services,single,secondary,900,yes,no,221,2,140,6,no
26,services,single,secondary,-481,yes,yes,595,5,-1,0,no
36,services,single,secondary,528,no,no,225,2,-1,0,no
43,technician,single,secondary,34,no,no,29,1,-1,0,no
32,admin.,single,secondary,223,yes,yes,236,4,-1,0,no
26,technician,single,secondary,218,yes,no,436,1,-1,0,no
25,services,single,tertiary,130,yes,no,49,1,-1,0,no
34,blue-collar,single,secondary,1156,yes,no,234,2,-1,0,no
30,management,married,tertiary,314,no,no,364,2,175,2,no
35,admin.,single,tertiary,1374,yes,no,319,1,-1,0,no
42,admin.,single,unknown,22,no,no,246,3,-1,0,no
53,entrepreneur,married,tertiary,1129,no,yes,241,8,-1,0,no
52,services,divorced,primary,130,yes,no,103,2,-1,0,no
35,management,single,secondary,-202,yes,no,268,3,-1,0,no
29,management,single,secondary,293,yes,no,188,2,-1,0,no
43,management,married,unknown,275,no,no,109,2,339,2,no
81,retired,divorced,unknown,9224,no,no,235,2,-1,0,no
35,technician,divorced,secondary,515,yes,yes,114,3,-1,0,no
36,services,single,secondary,760,no,no,9,13,-1,0,no
76,retired,married,secondary,2302,no,no,110,1,87,2,no
44,services,divorced,secondary,-389,yes,yes,52,1,-1,0,no
38,services,married,secondary,133,yes,no,267,1,-1,0,no
37,technician,married,secondary,1580,no,no,92,12,-1,0,no
41,blue-collar,married,secondary,1020,yes,no,276,1,-1,0,no
49,blue-collar,married,secondary,298,yes,no,392,3,-1,0,no
53,management,married,primary,13901,yes,no,59,1,-1,0,no
34,technician,married,secondary,563,yes,yes,32,15,-1,0,no
30,management,married,tertiary,-27,yes,no,29,2,-1,0,no
43,unknown,married,primary,2113,no,no,33,2,-1,0,no
36,admin.,single,tertiary,980,no,no,156,3,179,4,no
60,housemaid,married,primary,352,no,yes,81,2,-1,0,no
45,management,married,tertiary,96,yes,no,202,1,-1,0,no
49,management,married,tertiary,3842,no,no,163,1,186,3,no
39,services,married,secondary,3870,yes,no,72,1,-1,0,no
57,technician,married,secondary,589,yes,no,198,1,244,1,no
49,admin.,single,secondary,7426,no,no,65,2,-1,0,no
39,admin.,divorced,secondary,1,no,yes,281,1,-1,0,no
37,technician,single,tertiary,6101,no,no,60,5,87,1,no
45,admin.,married,secondary,231,yes,no,151,3,-1,0,no
36,management,single,tertiary,876,yes,no,241,2,-1,0,no
58,technician,married,secondary,86,no,no,95,3,-1,0,no
48,blue-collar,married,primary,363,yes,no,257,6,-1,0,no
52,entrepreneur,married,primary,8298,yes,yes,123,18,-1,0,no
32,services,single,secondary,0,no,yes,333,2,-1,0,no
51,management,divorced,tertiary,93,yes,yes,221,1,-1,0,no
31,management,married,tertiary,596,no,no,192,4,-1,0,no
30,management,single,tertiary,168,no,no,35,13,-1,0,no
34,management,single,tertiary,29,yes,no,248,2,-1,0,no
53,self-employed,married,primary,6,yes,no,233,2,-1,0,no
32,entrepreneur,divorced,secondary,-934,yes,no,50,1,-1,0,no
52,blue-collar,married,tertiary,297,yes,no,55,1,-1,0,no
50,blue-collar,married,primary,533,no,no,212,4,-1,0,no
30,technician,single,secondary,175,no,no,167,4,-1,0,no
34,management,single,tertiary,-292,yes,no,181,6,-1,0,no
51,technician,married,secondary,2,yes,yes,71,1,205,3,no
34,management,married,tertiary,39,no,no,160,1,-1,0,no
26,blue-collar,single,secondary,396,yes,no,302,1,-1,0,no
51,admin.,divorced,secondary,-338,yes,no,97,2,-1,0,no
31,services,married,secondary,2050,yes,no,271,5,-1,0,no
29,technician,single,secondary,510,yes,no,179,15,-1,0,no
29,technician,divorced,secondary,477,yes,yes,58,1,305,1,no
46,technician,married,tertiary,4176,yes,no,153,6,-1,0,no
35,blue-collar,married,primary,0,no,no,57,4,-1,0,no
44,management,married,tertiary,0,yes,no,49,5,-1,0,no
34,management,married,tertiary,297,yes,no,63,4,-1,0,no
27,services,single,secondary,167,no,yes,606,2,-1,0,no
28,unemployed,single,secondary,-353,yes,no,89,3,-1,0,no
59,admin.,divorced,secondary,1525,no,no,90,2,-1,0,no
38,technician,single,secondary,211,yes,no,236,2,-1,0,no
34,management,single,tertiary,416,no,no,1217,4,-1,0,no
44,services,married,secondary,0,yes,yes,161,1,-1,0,no
35,technician,single,secondary,1001,no,yes,178,2,-1,0,no
45,self-employed,divorced,tertiary,75,yes,yes,236,1,-1,0,no
34,self-employed,married,tertiary,7602,no,no,222,1,-1,0,no
57,retired,married,secondary,0,yes,no,127,1,363,4,no
76,retired,married,primary,163,no,no,120,1,-1,0,no
30,blue-collar,married,secondary,673,yes,no,610,2,-1,0,no
48,technician,divorced,secondary,-154,no,no,342,3,-1,0,no
43,technician,married,secondary,3723,yes,no,134,4,-1,0,no
34,technician,single,secondary,559,no,no,259,2,-1,0,no
30,management,single,tertiary,13774,no,no,380,1,-1,0,no
33,management,married,tertiary,403,yes,no,114,2,-1,0,no
38,technician,married,secondary,1696,no,no,267,2,-1,0,no
52,admin.,married,secondary,722,no,no,99,2,185,3,no
34,admin.,single,secondary,296,no,no,68,1,136,4,no
40,management,single,tertiary,257,no,no,147,1,209,1,no
36,services,divorced,primary,418,yes,no,156,2,-1,0,no
56,retired,married,secondary,488,no,no,146,4,-1,0,no
29,admin.,single,secondary,900,yes,no,339,1,-1,0,no
34,entrepreneur,single,tertiary,2945,yes,no,266,1,-1,0,no
31,services,married,secondary,-327,yes,no,408,1,-1,0,no
36,unemployed,single,secondary,115,no,no,71,2,-1,0,no
30,management,single,tertiary,218,no,no,75,1,-1,0,no
36,admin.,married,secondary,286,yes,no,167,9,-1,0,no
25,student,single,secondary,293,yes,no,170,2,-1,0,no
32,services,married,secondary,201,yes,no,110,2,-1,0,no
31,management,single,tertiary,4331,yes,no,318,1,-1,0,no
49,blue-collar,married,secondary,388,no,no,265,2,-1,0,no
37,services,married,secondary,483,yes,no,188,1,-1,0,no
26,student,single,secondary,502,yes,no,82,1,-1,0,no
41,blue-collar,married,secondary,306,yes,no,86,1,369,2,no
47,blue-collar,married,secondary,-337,yes,yes,366,1,-1,0,no
57,technician,married,secondary,950,yes,no,1272,1,-1,0,no
50,entrepreneur,married,tertiary,2410,no,no,65,1,-1,0,no
36,management,married,tertiary,-633,yes,no,106,1,-1,0,no
42,admin.,divorced,secondary,0,yes,no,229,2,-1,0,no
30,management,married,tertiary,265,yes,no,45,4,-1,0,no
43,unemployed,single,primary,698,yes,no,322,1,-1,0,no
49,services,single,secondary,459,yes,no,58,10,-1,0,no
35,technician,divorced,tertiary,0,yes,no,759,1,-1,0,no
32,technician,single,secondary,1307,yes,no,267,2,-1,0,no
36,admin.,single,secondary,8785,yes,no,425,2,-1,0,no
42,housemaid,married,unknown,302,yes,no,342,2,-1,0,no
34,technician,married,secondary,484,no,no,84,4,-1,0,no
33,services,married,secondary,7,yes,no,217,1,-1,0,no
55,services,single,secondary,1539,no,no,65,2,-1,0,no
46,admin.,married,secondary,3098,yes,no,192,9,-1,0,no
34,admin.,single,secondary,745,yes,yes,76,1,-1,0,no
50,management,married,tertiary,2050,no,no,158,3,-1,0,no
30,management,single,tertiary,2766,yes,yes,244,1,-1,0,no
53,blue-collar,married,primary,4641,no,no,356,2,-1,0,no
48,management,married,tertiary,1167,yes,yes,122,4,50,4,no
55,services,divorced,secondary,322,yes,no,342,1,-1,0,no
35,management,married,tertiary,750,yes,no,233,12,-1,0,no
48,self-employed,married,secondary,1559,no,no,130,2,-1,0,no
45,services,married,secondary,0,no,no,153,6,-1,0,no
31,blue-collar,married,primary,0,yes,yes,59,4,-1,0,no
55,admin.,married,tertiary,46,no,no,59,4,-1,0,no
41,technician,married,tertiary,0,no,no,95,1,-1,0,no
33,self-employed,married,primary,1862,yes,no,65,1,-1,0,no
40,blue-collar,married,primary,7831,yes,no,78,1,-1,0,no
51,blue-collar,married,primary,21614,no,no,47,20,-1,0,no
31,blue-collar,single,secondary,2137,no,no,413,1,-1,0,no
26,unknown,single,secondary,3247,no,no,341,3,-1,0,no
39,admin.,single,secondary,14,yes,yes,19,9,-1,0,no
30,technician,married,secondary,0,yes,no,47,3,-1,0,no
28,management,single,tertiary,637,yes,no,324,1,-1,0,no
48,technician,married,secondary,10655,no,no,5,3,-1,0,no
56,management,married,tertiary,94,no,no,530,3,-1,0,no
45,management,single,tertiary,997,no,yes,152,1,-1,0,no
38,self-employed,married,tertiary,2084,yes,no,71,2,330,2,no
28,entrepreneur,single,secondary,1734,yes,no,161,3,-1,0,no
51,entrepreneur,married,primary,805,yes,no,132,4,-1,0,no
32,technician,single,unknown,317,yes,no,394,2,-1,0,no
31,blue-collar,married,secondary,369,yes,yes,89,2,-1,0,no
34,technician,married,tertiary,100,no,no,196,2,-1,0,no
46,blue-collar,married,primary,-44,no,yes,16,13,-1,0,no
36,technician,divorced,secondary,3296,yes,no,130,1,-1,0,no
39,blue-collar,married,primary,-50,yes,no,100,1,-1,0,no
42,technician,single,tertiary,-411,yes,no,212,3,-1,0,no
32,student,single,tertiary,922,no,no,338,2,-1,0,no
35,management,married,unknown,1128,yes,no,457,1,-1,0,no
50,blue-collar,married,tertiary,5423,yes,no,75,3,-1,0,no
55,housemaid,married,primary,1537,no,no,359,1,-1,0,no
51,entrepreneur,married,secondary,0,no,no,510,3,-1,0,no
43,services,married,tertiary,519,yes,no,715,6,-1,0,no
46,admin.,married,secondary,186,yes,no,643,2,-1,0,no
31,management,married,tertiary,83,no,no,300,1,-1,0,no
38,management,married,primary,1365,yes,no,224,1,-1,0,no
40,retired,single,secondary,1734,yes,no,123,4,-1,0,no
53,management,married,secondary,51,yes,no,109,1,-1,0,no
41,unknown,single,tertiary,1567,no,no,291,2,-1,0,no
46,blue-collar,single,primary,96,yes,no,217,1,-1,0,no
48,blue-collar,single,secondary,8982,yes,no,628,1,-1,0,no
31,blue-collar,divorced,secondary,-209,yes,no,154,3,367,2,no
29,management,married,tertiary,-6,yes,no,324,1,-1,0,no
37,management,married,tertiary,355,no,no,340,1,-1,0,no
37,self-employed,married,primary,0,no,no,112,4,-1,0,no
56,self-employed,married,unknown,0,no,no,130,1,-1,0,no
60,blue-collar,divorced,secondary,1310,no,no,152,2,-1,0,no
46,services,married,tertiary,2520,yes,no,144,1,-1,0,no
31,services,single,secondary,1629,yes,no,344,2,-1,0,no
51,technician,married,unknown,573,yes,yes,231,1,-1,0,no
38,technician,single,secondary,1655,no,no,392,2,-1,0,no
39,services,single,secondary,26,yes,no,166,3,-1,0,no
30,management,single,secondary,186,yes,no,235,3,-1,0,no
35,technician,married,secondary,13658,yes,no,220,2,-1,0,no
31,technician,single,tertiary,23,no,no,121,3,-1,0,no
27,blue-collar,single,secondary,87,no,no,245,1,-1,0,no
42,technician,single,secondary,49,no,no,7,10,-1,0,no
67,retired,married,tertiary,3810,no,no,1206,1,-1,0,no
32,admin.,married,secondary,56,yes,no,275,1,258,1,no
49,entrepreneur,married,tertiary,384,no,no,64,1,-1,0,no
56,blue-collar,divorced,primary,8,yes,no,157,2,-1,0,no
34,technician,single,tertiary,2671,no,no,119,9,-1,0,no
50,admin.,divorced,secondary,3240,no,no,144,2,-1,0,no
27,self-employed,single,tertiary,147,no,no,111,5,-1,0,no
56,retired,married,primary,63,no,no,122,2,-1,0,no
44,technician,married,secondary,7863,no,no,59,6,-1,0,no
45,admin.,single,secondary,946,yes,no,56,2,175,4,no
45,management,married,secondary,237,yes,no,526,1,-1,0,no
37,student,divorced,tertiary,0,no,no,100,6,-1,0,no
26,blue-collar,married,secondary,245,yes,no,146,2,-1,0,no
32,services,married,secondary,315,no,no,149,1,-1,0,no
25,student,single,secondary,1139,yes,no,22,3,-1,0,no
48,management,married,secondary,0,yes,no,90,2,-1,0,no
29,services,married,primary,-102,no,no,134,1,-1,0,no
46,management,married,tertiary,3984,no,no,77,2,-1,0,no
34,blue-collar,married,secondary,1988,yes,no,53,1,266,2,no
46,management,married,tertiary,125,yes,no,81,5,-1,0,no
31,blue-collar,married,secondary,505,yes,no,218,4,329,2,no
39,technician,married,secondary,834,yes,yes,390,1,-1,0,no
29,admin.,married,secondary,494,yes,no,341,2,-1,0,no
38,blue-collar,single,primary,947,yes,no,361,2,-1,0,no
40,unemployed,divorced,secondary,262,yes,no,163,5,-1,0,no
39,management,married,tertiary,141,yes,no,788,2,331,6,no
49,technician,divorced,secondary,-236,yes,no,204,2,-1,0,no
34,management,single,tertiary,2555,yes,no,129,2,-1,0,no
30,technician,single,secondary,298,yes,no,164,2,-1,0,no
57,entrepreneur,married,secondary,1179,no,no,189,2,-1,0,no
34,services,married,primary,31,no,yes,53,3,-1,0,no
21,student,single,secondary,357,no,no,115,3,-1,0,no
35,self-employed,single,tertiary,1129,yes,no,64,2,184,2,no
39,technician,single,tertiary,861,no,no,32,5,-1,0,no
42,housemaid,married,primary,16,no,no,79,1,-1,0,no
25,services,single,secondary,895,yes,no,167,1,-1,0,no
27,services,single,secondary,504,yes,no,106,5,362,8,no
33,management,single,secondary,2955,yes,no,178,2,-1,0,no
51,services,married,secondary,122,no,yes,499,2,-1,0,no
32,management,married,tertiary,2204,no,no,123,4,-1,0,no
53,blue-collar,married,unknown,111,no,no,39,3,-1,0,no
29,management,single,tertiary,1566,yes,no,233,1,-1,0,no
33,admin.,divorced,secondary,661,yes,no,90,4,167,3,no
33,management,single,tertiary,2485,yes,no,91,2,-1,0,no
32,services,married,secondary,3756,yes,no,85,3,-1,0,no
31,blue-collar,married,secondary,43,yes,no,405,3,-1,0,no
45,management,married,tertiary,1529,no,no,160,1,-1,0,no
57,services,married,secondary,84,yes,no,59,1,-1,0,no
47,services,married,secondary,311,yes,yes,238,1,301,3,no
52,blue-collar,married,secondary,408,no,no,338,2,-1,0,no
56,housemaid,divorced,secondary,1866,no,yes,760,1,-1,0,no
51,blue-collar,married,primary,42,yes,no,51,2,342,3,no
40,student,married,secondary,260,no,no,52,1,152,6,no
30,management,married,tertiary,2994,yes,no,156,1,137,1,no
39,management,married,tertiary,0,no,no,205,8,-1,0,no
42,admin.,married,secondary,1133,yes,no,161,4,212,3,no
25,management,single,tertiary,2305,no,no,207,1,-1,0,no
60,retired,married,secondary,143,no,no,345,1,-1,0,no
37,management,married,primary,4721,no,no,46,1,-1,0,no
48,blue-collar,married,primary,5366,yes,no,248,3,-1,0,no
32,management,married,tertiary,71,no,no,75,1,-1,0,no
33,admin.,single,secondary,1437,yes,no,641,1,-1,0,no
51,housemaid,married,primary,1093,no,yes,18,1,-1,0,no
43,admin.,married,secondary,817,yes,yes,51,1,-1,0,no
31,blue-collar,married,primary,196,no,no,248,1,-1,0,no
36,housemaid,married,secondary,205,yes,no,176,4,-1,0,no
58,self-employed,married,secondary,0,yes,no,702,3,264,9,no
33,blue-collar,married,primary,1002,yes,no,201,4,-1,0,no
31,technician,single,secondary,2916,no,no,174,2,-1,0,no
28,technician,single,tertiary,4513,yes,no,167,3,-1,0,no
29,blue-collar,married,primary,7,yes,no,69,3,-1,0,no
34,technician,married,secondary,0,no,no,183,10,-1,0,no
31,technician,single,secondary,253,no,no,262,1,-1,0,no
31,services,married,secondary,28,yes,no,101,1,-1,0,no
37,admin.,divorced,tertiary,-65,no,no,226,1,-1,0,no
32,services,divorced,tertiary,376,yes,no,102,2,-1,0,no
42,management,married,secondary,1018,no,no,305,2,-1,0,no
34,technician,married,secondary,260,yes,no,20,2,238,2,no
74,retired,married,primary,5539,no,no,390,2,159,3,no
60,services,divorced,secondary,758,no,no,282,1,-1,0,no
32,unemployed,married,secondary,262,no,no,203,1,-1,0,no
47,technician,divorced,secondary,236,no,no,263,4,-1,0,no
45,services,divorced,secondary,396,yes,yes,251,4,329,4,no
50,entrepreneur,married,secondary,1857,no,yes,26,2,-1,0,no
39,self-employed,married,secondary,4722,yes,no,483,1,-1,0,no
60,retired,divorced,secondary,935,no,no,8,17,-1,0,no
47,management,married,unknown,4567,no,no,921,4,-1,0,no
40,admin.,divorced,secondary,220,yes,no,197,2,-1,0,no
26,blue-collar,single,secondary,8,yes,no,167,1,-1,0,no
43,management,single,secondary,109,yes,no,64,3,-1,0,no
30,unemployed,single,secondary,0,yes,no,137,1,-1,0,no
34,entrepreneur,married,secondary,456,yes,yes,137,8,-1,0,no
35,technician,married,secondary,5553,yes,no,371,3,136,7,no
21,student,single,unknown,137,yes,no,198,3,-1,0,no
52,admin.,married,secondary,299,no,no,310,4,-1,0,no
31,admin.,single,secondary,162,yes,no,247,1,-1,0,no
42,technician,divorced,secondary,1533,no,yes,86,1,-1,0,no
31,entrepreneur,single,unknown,301,yes,no,371,1,-1,0,no
58,management,married,tertiary,1697,no,no,55,2,-1,0,no
51,management,married,secondary,441,yes,no,189,2,167,2,no
38,entrepreneur,married,tertiary,898,yes,no,132,2,-1,0,no
32,technician,single,secondary,945,no,no,312,3,-1,0,no
31,entrepreneur,divorced,tertiary,0,yes,no,164,1,-1,0,no
36,blue-collar,single,tertiary,1830,no,no,183,1,91,11,no
33,blue-collar,married,tertiary,6138,yes,no,369,1,-1,0,no
47,technician,divorced,unknown,442,yes,no,85,1,-1,0,no
52,management,married,tertiary,0,no,no,106,2,-1,0,no
42,blue-collar,married,primary,1556,no,yes,113,1,-1,0,no
39,admin.,divorced,secondary,83,yes,no,69,6,-1,0,no
31,admin.,single,secondary,430,yes,no,103,2,-1,0,no
52,services,married,secondary,-336,no,yes,111,8,-1,0,no
40,blue-collar,divorced,unknown,528,yes,no,340,2,357,5,no
29,blue-collar,married,primary,111,yes,no,14,11,-1,0,no
49,management,single,tertiary,1556,yes,no,674,3,-1,0,no
57,management,divorced,tertiary,408,yes,no,402,2,351,1,no
35,technician,married,secondary,1067,no,yes,179,6,-1,0,no
26,blue-collar,single,secondary,277,no,no,514,2,-1,0,no
35,blue-collar,married,secondary,257,yes,no,186,1,-1,0,no
31,management,single,tertiary,0,yes,yes,117,3,352,3,no
57,management,divorced,tertiary,2549,no,no,193,2,-1,0,no
32,services,divorced,secondary,4612,yes,no,937,4,-1,0,no
87,retired,married,secondary,433,no,no,150,1,-1,0,no
44,self-employed,married,unknown,680,yes,no,84,4,-1,0,no
41,blue-collar,single,secondary,3851,no,no,130,1,-1,0,no
36,management,single,tertiary,442,yes,yes,102,3,-1,0,no
56,services,married,secondary,642,yes,no,16,1,2,3,no
35,blue-collar,single,secondary,487,yes,no,117,1,-1,0,no
46,admin.,married,secondary,171,yes,yes,251,1,430,1,no
32,technician,single,tertiary,13711,yes,no,638,1,175,3,no
41,entrepreneur,married,secondary,187,no,yes,354,1,-1,0,no
34,management,married,tertiary,101,yes,no,209,5,-1,0,no
48,blue-collar,married,primary,343,no,no,136,1,-1,0,no
31,unemployed,single,secondary,315,no,no,130,1,2,1,no
41,services,married,secondary,205,yes,no,91,1,-1,0,no
36,blue-collar,married,primary,106,yes,no,171,13,-1,0,no
31,technician,married,secondary,477,no,no,146,1,-1,0,no
37,management,single,tertiary,2875,no,no,110,2,-1,0,no
48,technician,married,secondary,1000,no,no,104,2,-1,0,no
31,unemployed,married,secondary,-825,yes,no,179,2,-1,0,no
42,admin.,married,secondary,534,yes,no,139,2,-1,0,no
50,blue-collar,married,unknown,452,no,no,181,2,-1,0,no
47,management,married,secondary,623,yes,no,102,6,-1,0,no
43,technician,married,secondary,310,yes,no,291,1,-1,0,no
59,housemaid,married,secondary,454,no,no,162,1,-1,0,no
35,management,single,tertiary,2306,no,no,86,7,-1,0,no
24,technician,single,secondary,-126,yes,yes,382,2,-1,0,no
49,blue-collar,married,primary,399,no,no,679,1,-1,0,no
47,services,married,secondary,0,yes,no,250,1,-1,0,no
57,self-employed,married,secondary,2109,no,no,107,6,-1,0,no
29,management,married,tertiary,0,yes,yes,218,1,-1,0,no
50,management,married,tertiary,-470,yes,no,130,2,160,1,no
32,management,married,tertiary,81,yes,no,120,1,-1,0,no
23,admin.,single,secondary,1104,yes,no,120,2,-1,0,no
41,technician,married,secondary,457,yes,yes,181,2,-1,0,no
48,blue-collar,divorced,primary,0,no,no,248,2,-1,0,no
29,management,married,tertiary,941,yes,no,570,11,-1,0,no
42,admin.,married,primary,-466,no,yes,94,15,-1,0,no
38,admin.,single,secondary,2600,yes,no,67,1,-1,0,no
31,management,single,tertiary,3,no,no,406,2,-1,0,no
38,technician,married,unknown,90,yes,yes,20,2,-1,0,no
50,management,married,tertiary,2570,no,no,273,2,-1,0,no
36,management,single,tertiary,181,yes,no,159,2,278,4,no
52,blue-collar,married,primary,66653,no,no,109,3,-1,0,no
50,entrepreneur,married,secondary,556,yes,no,130,2,-1,0,no
38,housemaid,married,secondary,110,no,no,167,1,-1,0,no
30,services,single,secondary,9,no,yes,194,2,205,2,no
46,management,married,secondary,0,no,no,155,1,-1,0,no
54,management,married,secondary,5249,yes,no,108,1,-1,0,no
46,blue-collar,married,primary,2499,yes,no,42,3,-1,0,no
49,management,married,tertiary,276,no,no,62,5,-1,0,no
36,management,single,tertiary,3343,no,no,307,1,-1,0,no
58,self-employed,married,secondary,9994,no,no,400,1,-1,0,no
29,admin.,single,secondary,613,yes,no,779,1,-1,0,no
41,blue-collar,single,secondary,925,yes,no,43,1,-1,0,no
32,management,married,tertiary,393,no,no,458,2,-1,0,no
33,services,divorced,secondary,339,yes,no,496,4,-1,0,no
31,entrepreneur,married,tertiary,1216,no,no,150,4,-1,0,no
44,technician,married,tertiary,1818,yes,yes,247,1,-1,0,no
51,entrepreneur,divorced,tertiary,2109,no,no,119,1,181,2,no
38,admin.,married,secondary,46,no,no,48,2,-1,0,no
38,management,married,tertiary,980,no,no,662,5,-1,0,no
27,unemployed,single,tertiary,3060,no,no,533,1,-1,0,no
41,housemaid,married,primary,46,no,no,268,1,-1,0,no
32,blue-collar,married,primary,274,yes,no,21,3,-1,0,no
45,admin.,married,secondary,805,yes,no,186,3,-1,0,no
54,housemaid,married,primary,3151,no,no,350,7,-1,0,no
36,technician,divorced,secondary,160,yes,no,142,1,-1,0,no
33,management,married,tertiary,0,yes,no,54,3,-1,0,no
40,services,divorced,secondary,694,yes,no,75,14,-1,0,no
37,blue-collar,married,secondary,509,yes,no,172,1,-1,0,no
48,blue-collar,married,primary,237,yes,no,18,18,-1,0,no
36,management,married,tertiary,0,yes,no,86,1,237,17,no
46,management,married,tertiary,16,yes,no,304,1,-1,0,no
29,admin.,divorced,secondary,504,yes,no,203,1,-1,0,no
41,technician,married,secondary,-274,yes,no,182,3,-1,0,no
44,management,married,tertiary,0,yes,no,260,1,-1,0,no
40,management,married,tertiary,0,yes,no,279,1,-1,0,no
33,technician,single,tertiary,2565,yes,no,128,2,-1,0,no
60,technician,married,tertiary,91,no,no,105,4,-1,0,no
48,blue-collar,married,secondary,558,yes,no,708,8,-1,0,no
37,unemployed,single,tertiary,1032,no,no,63,1,-1,0,no
39,management,married,tertiary,351,yes,no,999,3,-1,0,no
28,student,single,secondary,231,yes,no,55,1,-1,0,no
44,housemaid,married,primary,3706,no,no,209,3,-1,0,no
37,management,married,tertiary,5,no,no,36,2,-1,0,no
58,management,single,tertiary,342,no,yes,564,2,-1,0,no
50,unemployed,single,secondary,588,no,no,649,3,-1,0,no
38,services,married,secondary,3165,yes,no,152,2,-1,0,no
31,management,single,tertiary,0,no,no,101,6,-1,0,no
33,technician,divorced,secondary,464,no,no,207,4,-1,0,no
35,management,single,tertiary,837,no,no,329,1,-1,0,no
53,management,married,tertiary,34230,yes,yes,279,1,358,9,no
58,retired,married,secondary,5435,yes,no,118,1,-1,0,no
26,blue-collar,single,primary,102,yes,no,46,1,-1,0,no
34,admin.,married,secondary,641,yes,yes,467,1,-1,0,no
50,blue-collar,married,primary,334,no,no,79,3,-1,0,no
42,blue-collar,married,unknown,149,yes,no,329,3,-1,0,no
46,admin.,married,secondary,179,yes,no,194,4,436,1,no
45,blue-collar,married,primary,61,no,no,108,1,-1,0,no
46,services,married,secondary,375,no,no,172,6,-1,0,no
31,technician,single,secondary,2088,no,no,15,14,-1,0,no
44,technician,single,secondary,29,yes,no,151,1,-1,0,no
36,management,married,tertiary,3839,no,no,146,1,-1,0,no
50,management,married,secondary,2910,no,no,790,1,-1,0,no
33,management,single,tertiary,3770,no,no,757,2,-1,0,no
33,blue-collar,married,primary,141,yes,no,578,2,-1,0,no
55,management,single,tertiary,0,no,no,156,3,-1,0,no
40,services,single,secondary,65,yes,no,15,3,-1,0,no
30,technician,married,secondary,-306,yes,yes,372,1,186,1,no
36,services,married,secondary,3740,yes,no,254,1,-1,0,no
34,services,divorced,secondary,0,yes,yes,203,1,-1,0,no
46,entrepreneur,married,secondary,131,yes,no,69,2,-1,0,no
55,management,married,tertiary,23189,yes,no,77,1,-1,0,no
56,blue-collar,divorced,primary,-1,no,no,304,3,-1,0,no
34,admin.,single,secondary,6979,yes,no,14,5,-1,0,no
42,management,married,tertiary,187,no,no,64,1,-1,0,no
48,blue-collar,married,primary,1203,no,no,61,5,-1,0,no
51,management,married,primary,6298,yes,no,14,3,-1,0,no
45,blue-collar,single,tertiary,-243,no,yes,171,2,-1,0,no
35,self-employed,single,primary,181,yes,no,19,8,-1,0,no
63,self-employed,married,tertiary,661,no,no,56,2,-1,0,no
35,blue-collar,married,secondary,270,yes,yes,332,2,335,1,no
25,student,single,secondary,1919,yes,no,264,1,351,4,no
